,article,bias
735,"Be careful you don't fall off the Obamacare ""cliff"" when the boss asks you to put in some overtime.Working more could ultimately mean thousands of dollars less for you under a quirk in the new health-care law going into effect this fall. This could prompt some people to cut back on their hours to avoid losing money.""Working more can actually leave you worse off"" the price-comparison site ValuePenguin.com notes in a new analysis.""It's sort of an absurd scenario"" said Jonathan Wu ValuePenguin.com's co-founder. ""It's something for people to be aware of.""In that scenario an individual or family whose annual income surpasses maximums set by the federal government—if only by $1—will totally lose subsidies available to buy health insurance under the Affordable Care Act.(Read more: Obamacare fraud?)The loss of those subsidies in some cases will mean that people potentially would have been better off financially if they had worked less during the year Wu said. And they then would have to work significantly more to make up for the lost subsidy.""I think they'd be surprised to see how drastic it is"" said Wu. ""I'd be kind of shocked to see if I make $100 less (in total income each year) I get all these benefits but if I make $100 more I get nothing.""""You basically don't want to fall in that hole"" said Wu adding that he believed contractors and others with more control over their incomes would be apt to adjust their hours worked to avoid the subsidy cliff.He also said that because of lower insurance premiums often offered to younger people the effect will more likely be seen by older people. But ""you will see it across all age groups"" in the seven states including New York and Vermont where insurance premiums are either barred from being affected by age or restricted from being dramatically affected he said.Under the ACA federal subsidies in the form of tax credits to buy insurance on new state health insurance exchanges will be available to millions of people who can start enrolling on those exchanges Oct. 1. The subsidies are available to people or families whose incomes total 400 percent above the federal poverty level or less and are designed to cap their insurance premiums at 9.5 percent of their total income.For a single person that FPL income maximum is $45960 per year. The maximums are adjusted upward for couples and families until maxing out at $94200 for a family of four.(Read more: Doctors skeptical confused about Obamacare)Under a scenario that ValuePenguin.com identified a couple in Ohio both age 50 would be eligible for subsidies worth $3452 to purchase a so-called silver insurance plan—a moderately priced level of benefits under the ACA's scheme—that costs $9346 annually if they made up to $62040 per year.But if they made just $1 more than that they would lose the subsidy. Wu noted that the couple then would have to earn at least $65492 to make up for the lost subsidy.In New York a family of three whose annual income totals $78120 would pay $12784 for the second-lower-priced silver plan on that state's insurance exchange. After getting a $5363 tax credit the family's net cost for the insurance would be $7421.But if the family earned even slightly more than $78120 they would have to pay the entire $12784 for the insurance because they then wouldn't qualify for the subsidy.To make up for that the family's annual income would have to reach $83483 Wu said.The stark effect of peoples' age in determining their risk from the subsidy cliff is seen in two examples from Connecticut.(Read more: This could put Obamacare in the ER)There Wu said a 27-year-old single man would pay $3636 annually for the second-cheapest silver plan—less than the $4366 cap on insurance premiums for individuals earning $45960 or less annually. That person would not be eligible for subsidies and thus would see no disincentive in working more hours.But the annual premiums for a 50-year-old Connecticut couple buying that plan would be $12468. If their combined incomes were $62040 or less they would receive $6575 in subsidies to offset the cost.However if their income was more than that they would lose the subsidies leaving them out of pocket $6575. They then would have to earn at least $68615 to make up for that lost subsidy Wu said.",1
736,Leading Republicans appear to be nerving themselves up for another round of attempted fiscal blackmail. With the end of the fiscal year looming they aren’t offering the kinds of compromises that might produce a deal and avoid a government shutdown; instead they’re drafting extremist legislation — bills that would for example cut clean-water grants by 83 percent — that has no chance of becoming law. Furthermore they’re threatening once again to block any rise in the debt ceiling a move that would damage the U.S. economy and possibly provoke a world financial crisis.Yet even as Republican politicians seem ready to go on the offensive there’s a palpable sense of anxiety even despair among conservative pundits and analysts. Better-informed people on the right seem finally to be facing up to a horrible truth: Health care reform President Obama’s signature policy achievement is probably going to work.And the good news about Obamacare is I’d argue what’s driving the Republican Party’s intensified extremism. Successful health reform wouldn’t just be a victory for a president conservatives loathe it would be an object demonstration of the falseness of right-wing ideology. So Republicans are being driven into a last desperate effort to head this thing off at the pass.Some background: Although you’d never know it from all the fulminations with prominent Republicans routinely comparing Obamacare to slavery the Affordable Care Act is based on three simple ideas. First all Americans should have access to affordable insurance even if they have pre-existing medical problems. Second people should be induced or required to buy insurance even if they’re currently healthy so that the risk pool remains reasonably favorable. Third to prevent the insurance “mandate” from being too onerous there should be subsidies to hold premiums down as a share of income.,0
737,One Guatemalan father in Kansas has called a hotline every night to find out where HHS is holding his two daughters. After weeks he still has no answer.,1
738,"House Speaker John Boehner has many competing interests to satisfy as he tries to come up with a way to defund Obamacare increase defense spending cut domestic spending and make the sequester levels of funding permanent all without being responsible for shutting down the government. So far it doesn't look like he's succeeding. By the end of the day Tuesday Boehner will present a plan that attempts to fake out Senate Democrats and force any possibility of a shutdown into their court.The plan reportedly is to pass what they're calling a ""clean"" continuing resolution bill for funding the government for the next three months that includes a separate House concurrent resolution to defund Obamacare. They would create a rule to govern debate on the bill that said the House wouldn't send the funding part of the bill over to the Senate until that body voted on the Obamacare defunding part of the bill. The Senate would vote down the defunding measure so they could go onto the spending bill. That would allow Republicans to declare that Senate Democrats ""own"" Obamacare a threat that said Democrats can probably live with.The proposal has gone over like a lead balloon with the far right. Club for Growth president Chris Chocola calls the proposal a ""bad joke"" and said ""[t]rying to fool Republicans into voting to fund ObamaCare is even worse than offering a bill that deliberately funds it."" Teabagger House members are also not mollified still demanding a continuing resolution that defunds Obamacare. Eighty of them signed a letter to Boehner to that effect and an aide told The Hill that they ""are still expected to vote against any continuing resolution that does not defund ObamaCare.""But the Obamacare defunding might just be a sideshow for Boehner and Majority Leader Eric Cantor who have their eye on another prize: maintaining the sequester level of federal spending for everything but defense. Cantor told his caucus that this would be their victory forcing the president to sign a continuing resolution that ""wipes away all the increases he and congressional Democrats made while they were in charge and returns us to a pre-2008 level of discretionary spending.” Salon's Brian Beutler outlines this part of the plan Boehner and Cantor might decide to take.The new fiscal year starts on October 1. To adhere to the debt limit deal Congress would pass a CR appropriating $1.058 trillion — $552 billion for defense $506 billion for non defense. Then sequestration would automatically reduce that to an annualized rate of $967 billion. The advantage off writing the CR this way is that if at any point Congress manages to agree on a plan to replace sequestration discretionary spending will automatically increase to the levels agreed up on in 2011. But GOP leaders keep hinting at writing the CR to reflect a maximum appropriation of $988 billion — the same amount the government is spending under sequestration right now.The sequestration measure would then kick in to make the actual spending level $967 billion for the next year. The $21 billion difference between the appropriated $988 billion and the $967 billion limit would be plowed into defense spending while cash-starved domestic programs would continue to have to function on their sequester-reduced budgets. Cute trick for Boehner if he can pull it off. But Democrats are full aware of his plans and are demanding a truly ""clean"" continuing resolution with ""no funny business"" according to an aide to Senate Majority Leader Harry Reid.If this is the path Boehner decides on he also has to get it past his own Republicans because he won't have any Democratic support. Given how devoted the extremists in his caucus are to really truly defunding Obamacare (or at least trying to) he might not get that far and he might have to shoulder responsibility for a shutdown fight anyway.",0
739,"By Kay Henderson DES MOINES Iowa (Reuters) - Former Alaska Governor Sarah Palin who rallied members of the Tea Party in their failed effort to defund Obamacare lashed out on Saturday against members of the Republican Party who agreed to end the government shutdown. The 2008 Republican vice presidential nominee's comments during a speech in Des Moines come at a time of division within the party over the strategy conservative members of Congress adopted in forcing a 16-day shutdown of the federal government last month. Polls have shown voters blamed Republicans for the shutdown. Palin who was speaking to hundreds of attendees at the Iowa Faith and Freedom Coalition's annual fall banquet was joined by Senator Mike Lee a Republican from Utah. Lee along with fellow Tea Party movement star Senator Ted Cruz was instrumental in the ill-fated attempt to defund Obamacare the popular name for the healthcare reform law championed by President Barack Obama. Palin told the Christian conservatives in attendance it was time to ""stiffen our spines"" for the 2014 elections. ""I want to encourage you to make your voice heard to hold politicians accountable"" Palin said. The bulk of Palin's speech was focused on the nation's current political climate. She drew thunderous applause with her sharp attack on Republicans in Congress who voted in October to raise the nation's debt ceiling and reopen the government. ""They promised that they would do everything in their power to fight against socialized medicine against Obamacare but when it came time to stand and defund it they waved the white flag of surrender and they threw under the bus the good guys who did stand up and fight for us"" Palin said. Palin named Lee and Cruz as leaders in that fight. Last month Cruz also made a stop in Iowa a key state in presidential campaigns because the Iowa caucuses are the first electoral event in the nominating process. In 2010 Lee defeated three-term Republican Senator Bob Bennett in a primary on his way to winning the Senate seat. In his speech on Saturday he called on Republicans to offer up ""market-based alternatives"" that could replace Obamacare if the Republicans hope to have success at the polls in 2014. ""Frustration is not a platform. Anger is not an agenda and outrage as a habit is not even conservative"" Lee said. (Editing by Alex Dobuzinskis)",0
740,"""'model is 5'11 and wears size S' okay??? what does that have to do with me.""",1
741,"8 years ago(CNN) - While some Republican senators are calling for Congress to defund Obamacare altogether Sen. Susan Collins of Maine used the GOP weekly address Saturday to call for an adjustment in the health care law not a rejection of the law in its entirety.Collins takes issue with the Affordable Care Act's characterization of a full-time employee as someone who works 30 hours a week.The president's health care reform which was passed by Congress in 2010 and upheld by the Supreme Court last year will require businesses that employ at least 50 full-time workers to provide health insurance or face a penalty starting in 2015. The provision was originally supposed to kick in next year but the administration delayed it to give employers more time to prepare for the change.Collins said the 30-hour mark for ""full-time"" employees will ""only cause some businesses to reluctantly reduce the hours of their workers to fewer than 30 hours per week.""She gave an example of a school system in Maine that is already ""preparing to track and cap the number of hours that substitute teachers can work to ensure that they don't work more than 29 hours a week.""""Fewer hours means less money in the teachers' paychecks and more disruption for their students"" she added.She introduced a bill ""Forty Hours is Full Time Act"" in April that seeks to modify the federal definition of a full-time employee.""Of course fixing this one flaw won't solve the countless problems caused by Obamacare. But it would help ensure that millions of American workers do not have their hours and their paychecks reduced"" she said.White House Press Secretary Jay Carney argued in a press briefing last month that there is no data to indicate businesses are not hiring full-time employees because of the 30-hour mark.""I would say broadly that if you look at the economic data the suggestion that the ACA is reducing full-time employment is belied by the facts"" he said.Read a transcript of the senator’s full remarks below:",1
742,"Krugman reminds us of the three simple ideas upon which the Affordable Care Act is based:1. All Americans even those with pre-existing conditions should have access to affordable health insurance2. All Americans even those currently healthy should be required (or induced) to buy insurance to spread the risks as broadly as possible to keep the costs reasonable3. There should be subsidiess to prevent the ""mandate"" from becoming too onerous so that the cost of premiums as a share of income can be held down.As to whether this approach can work despite the Republican predictions that it will fail we of course have the example of Romneycare in Massachusetts (based I remind people largely on a proposal from the Right-leaning Heritage Foundation). Krugman then explores whether larger starters with significant numbers of uninsured can duplicate what happened in the Bay State.The answer to this question depends in the first place on whether insurance companies are willing to offer coverage at reasonable rates. And the answer so far is a clear “yes.” In California insurers came in with bids running significantly below expectations; in New York it appears that premiums will be cut roughly in half.apologies but the latter link counts against your monthly quota from the NYTimes so you might not be able to see it.Krugman offers two paragraphs that frame the issue succinctly. In the first he writesOver all then health reform will help millions of Americans who were previously either too sick or too poor to get the coverage they needed and also offer a great deal of reassurance to millions more who currently have insurance but fear losing it; it will provide these benefits at the expense of a much smaller number of other Americans mostly the very well off. It is if you like a plan to comfort the afflicted while (slightly) afflicting the comfortable.So far the American people do not yet fully grasp that the vast majority of them will be better off with respect to medical insurance without being hit directly financially by the cost of premiums. A small number of better off Americans will wind up paying somewhat more. If the American people understand this attempting to sabotage Obamacare will have serious political implications for Republicans.There is also another problem for the GOP:And the prospect that such a plan might succeed is anathema to a party whose whole philosophy is built around doing just the opposite of taking from the “takers” and giving to the “job creators” known to the rest of us as the “rich.” Hence the brinkmanship.Krugman is very blunt about that philosophy but then we can remember a certain presidential candidate who complained about he 47% who are takers.brinkmanship - the willingness of the Republicans particularly among their tea party caucus members in the House to risk shutting down the government and crashing the economy in order to prevent the success of Obamacarewhen their own leaders have admitted that confrontations over the budget inflict substantial harm on the economy.It will not be because of fear of what is now a rapidly falling budget deficit.Nor Krugman opines will it be because they true believe that the slashing of federal spending will actually lead to increased prosperity.No Republicans may be willing to risk economic and financial crisis solely in order to deny essential health care and financial security to millions of their fellow Americans. Let’s hear it for their noble cause!Let me if I may explain just a bit what that noble cause is paraphrasing well-known words of the first (and greatest) Republican President:Government of the wealthy by the Republicans for the corporationsAnything that might threaten that paradigm is to be fought fiercely- that includes suppressing the votes of those who might vote for a different paradigm- that means fomenting fear and hatred on issues like guns in order to gin up an angry mob to vote against their own economic interests- that includes gerrymandering to minimize the impact of votes of the masses of people who either do not agree with their paradigm or who may not be able to be misled by the promotion of fear and hatredIt is the mentality of the American Colonel who said in Vietnam that in order to save the village we had to destroy it.It is the petulance of the child who if he can't have his way wants to take the ball and go home even if someone else brought the ball.If you wonder why the House Republicans have now voted almost 40 times to try to kill Obamacare it is because if it succeeds not only will they not be able to roll it back but it also undercuts any arguments about the other social programs that for half a century or more they have tried to kill - Medicare Medicaid and most of all Social Security.Panic is the right words to describe Republican actions towards Obamacare.Petulance is another appropriate description.Which is why the White House and the Democrats have to hold firm- for the health (physical and economic) of the American people- for the future (economic and political) of the United States.",0
743,"Be careful you don't fall off the Obamacare ""cliff"" when the boss asks you to put in some overtime.Working more could ultimately mean thousands of dollars less for you under a quirk in the new health-care law going into effect this fall. This could prompt some people to cut back on their hours to avoid losing money.""Working more can actually leave you worse off"" the price-comparison site ValuePenguin.com notes in a new analysis.""It's sort of an absurd scenario"" said Jonathan Wu ValuePenguin.com's co-founder. ""It's something for people to be aware of.""In that scenario an individual or family whose annual income surpasses maximums set by the federal government—if only by $1—will totally lose subsidies available to buy health insurance under the Affordable Care Act.(Read more: Obamacare fraud?)The loss of those subsidies in some cases will mean that people potentially would have been better off financially if they had worked less during the year Wu said. And they then would have to work significantly more to make up for the lost subsidy.""I think they'd be surprised to see how drastic it is"" said Wu. ""I'd be kind of shocked to see if I make $100 less (in total income each year) I get all these benefits but if I make $100 more I get nothing.""""You basically don't want to fall in that hole"" said Wu adding that he believed contractors and others with more control over their incomes would be apt to adjust their hours worked to avoid the subsidy cliff.He also said that because of lower insurance premiums often offered to younger people the effect will more likely be seen by older people. But ""you will see it across all age groups"" in the seven states including New York and Vermont where insurance premiums are either barred from being affected by age or restricted from being dramatically affected he said.Under the ACA federal subsidies in the form of tax credits to buy insurance on new state health insurance exchanges will be available to millions of people who can start enrolling on those exchanges Oct. 1. The subsidies are available to people or families whose incomes total 400 percent above the federal poverty level or less and are designed to cap their insurance premiums at 9.5 percent of their total income.For a single person that FPL income maximum is $45960 per year. The maximums are adjusted upward for couples and families until maxing out at $94200 for a family of four.(Read more: Doctors skeptical confused about Obamacare)Under a scenario that ValuePenguin.com identified a couple in Ohio both age 50 would be eligible for subsidies worth $3452 to purchase a so-called silver insurance plan—a moderately priced level of benefits under the ACA's scheme—that costs $9346 annually if they made up to $62040 per year.But if they made just $1 more than that they would lose the subsidy. Wu noted that the couple then would have to earn at least $65492 to make up for the lost subsidy.In New York a family of three whose annual income totals $78120 would pay $12784 for the second-lower-priced silver plan on that state's insurance exchange. After getting a $5363 tax credit the family's net cost for the insurance would be $7421.But if the family earned even slightly more than $78120 they would have to pay the entire $12784 for the insurance because they then wouldn't qualify for the subsidy.To make up for that the family's annual income would have to reach $83483 Wu said.The stark effect of peoples' age in determining their risk from the subsidy cliff is seen in two examples from Connecticut.(Read more: This could put Obamacare in the ER)There Wu said a 27-year-old single man would pay $3636 annually for the second-cheapest silver plan—less than the $4366 cap on insurance premiums for individuals earning $45960 or less annually. That person would not be eligible for subsidies and thus would see no disincentive in working more hours.But the annual premiums for a 50-year-old Connecticut couple buying that plan would be $12468. If their combined incomes were $62040 or less they would receive $6575 in subsidies to offset the cost.However if their income was more than that they would lose the subsidies leaving them out of pocket $6575. They then would have to earn at least $68615 to make up for that lost subsidy Wu said.",1
744,"""The Affordable Care Act has been the law of the land for three years"" he said in a statement. ""The Senate will not pass any bill that defunds or delays Obamacare.""",0
745,It is stunning that President Obama himself said “this growing inequality is not just morally wrong” but “bad economics” as if he had nothing to do with it. In his recent “economic pivot” which started with his speech at Knox College in Illinois on July 24 no one has mentioned that since Obama took office in 2009 he has created an economy of renters and part-time jobs while the number of billionaires in the United States has increased by more than 23 percent. The hypocrisy is remarkable. How can the president get away with railing against an economy of his own making?Obama’s ability to remain so oblivious to reality is also convenient when one looks at how Obamacare’s implementation is unfolding. In an underreported jaw-dropping exposure Joel Gehrke of the Washington Examiner details how the National Treasury Employees Union — that’s right the union that represents the IRS — is “urging members to write their congressional representatives in opposition to receiving coverage” through Obamacare. In other words Obama’s tool of choice for enforcing Obamacare and imposing it on the rest of us the IRS wants no part of Obamacare for themselves.AdvertisementStory continues below advertisementThe union’s campaign follows House Ways and Means Committee Chairman Dave Camp’s introduction of a bill that would remove lawmakers and federal employees from the current federal health benefits program and move them into the Obamacare insurance exchanges. Congressman Camp offered this bill according to his spokeswoman because “If the Obamacare exchanges are good enough for hardworking Americans and small businesses . . . they should be good enough for . . . federal employees.” Hopefully Republican members of Congress can seize on this idea and go agency by agency legislating that all federal employees be subject to the Obamacare exchanges. Would President Obama veto that bill? Would Senate Majority Leader Harry Reid even let it come to the floor for a vote? Anyway shout out to Congressman Camp.Similarly the president’s hypocrisy extends to the administration’s efforts to sell Obamacare. The National Review’s Eliana Johnson reports that Obamacare call centers in California are not offering health insurance benefits to their employees. And not only are the very people who are supposed to be selling Americans on the benefits of Obamacare not going to get those benefits themselves but at least half of the call-center jobs are only part-time jobs not full-time positions as originally advertised. Again the glaring hypocrisy shines through.,1
746,"""Nothing drives me more crazy than the fact that right now there's great insurance to be had out there choice and competition where people can save money for a better product except too many folks haven't been able to get through the website.""",0
747,WASHINGTON — President Obama offered a vigorous lengthy defense of his healthcare law Friday dismissing Republican attempts to block it as an “ideological fixation.”In a preview of the message Democrats will carry into the 2014 midterm elections the president acknowledged that the Affordable Care Act may have flaws that will need to be fixed but emphasized that it has already brought substantial benefits to Americans with insurance and will soon help the 30 million who are without it.He asserted that the GOP wanted only to scrap the law not find a solution for the uninsured. “There’s not even a pretense now that they’re going to replace it with something better” he said.But Obama also said he did not believe Republicans would shut down the federal government in a standoff over the heathcare law even though many have threatened to do just that. The federal budget expires on Sept. 30 and Obama and Congress will have to reach agreement by then to keep the government running.Advertisement“I can tell you that the American people would have difficulty understanding why we would weaken our economy shut down our government shut down vital services … because Republicans have determined that they don’t want to see these folks get healthcare” he said. “I have confidence that common sense in the end will prevail.”Obama also called on House Republicans to pass immigration reform saying the bipartisan Senate bill would pass if it were brought to the floor. “The problem is internal Republican caucus politics” he said.He said Republicans should embrace reform because reports have shown that it would bolster the economy bringing new buyers to the housing market and new foreign workers for high-tech firms. He also noted that it would secure the border with “unprecedented resources.”“I think that the speaker [of the House] and others have said they need to do something. And I’d urge when they get back [to the Capitol] to do something. Put forward a bill that has an opportunity to actually pass” he said. “It may not be precisely what’s in the Senate bill. My preference would be for them to go ahead and call the Senate bill but if they’ve got some additional ideas I think the Senate’s happy to consider them.”AdvertisementThe president’s defense of his top domestic priorities came in an hourlong White House news conference a day before he was scheduled to head to Martha’s Vineyard for a vacation.Obama also defended his unilateral decision to delay a requirement that large employers provide insurance or pay a fine a key part of the Affordable Care Act. He characterized it as “a technical change” that he should have been able to work out with Congress.“In a normal political environment it would have been easier for me to simply call up the speaker and say ‘You know what? This is a tweak that doesn’t go to the essence of the law’” Obama said.That remark irritated Republicans.Advertisement“We were all scratching our heads when he claimed that he couldn’t get Congress to help him delay the mandate because Republicans in Congress tried to delay the mandates only to have the president issue a veto threat” said Don Stewart a spokesman for Senate Republican leader Mitch McConnell of Kentucky.Republicans want to overturn Obama’s healthcare law said Brendan Buck a spokesman for House Speaker John A. Boehner (R-Ohio) “because it is driving up costs decreasing access and destroying American jobs.”“We should enact a step-by-step common-sense approach that starts with lowering costs” Buck said.Obama suggested that there would be other problems with the healthcare law besides his decision to delay the employer mandate but he said that none would be reason to abandon his top domestic achievement.Advertisement“There is no doubt that in implementing the Affordable Care Act — a program of this significance — there are going to be some glitches. No doubt about it. There are going to be things where we say ‘You know what? We should have thought of that earlier or this would work a little bit better or this needs an adjustment’” the president said. He said the same was true for Social Security Medicare new cars and Apple iPads.“Our goal is to actually deliver high-quality affordable healthcare for people and to reform the system so costs start going down and people start getting a better bang for the buck” he said. “And I make no apologies for that.”christi.parsons@latimes.comAdvertisementFollow Politics Now on Twitter and Facebookchristi.parsons@latimes.comTwitter: @cparsons,0
748,Before the dust settled on the news that the Obama Administration was delaying the intrusive employer mandate until 2015 a new 606-page regulation was issued on Friday by the Department of Health and Human Services stating it would now rely on self-reported income and employment verification in the state-run exchanges under ObamaCare. In other words a welcome mat for fraud.This is another startling development which is becoming part of a larger theme as ObamaCare is rolled out to the public. It is clear that the Affordable Care Act is unworkable. For those like myself who opposed it from the start we saw the writing on the wall early on as President Obama’s signature health care legislation was rammed through the halls of Congress. If only then-Speaker Pelosi had insisted that her party read the legislation before passing it maybe some of this would have come to light earlier on. While the eventual passage of the legislation was certain under Democrat control of Congress maybe some Democrats now sounding the alarm about the devastating impact of the legislation would have done so sooner if they had read it while it was still a bill not only after it became law.As of now ObamaCare is $1 trillion over budget; I say “as of now” because it’s almost certain that with the elimination of the anti-fraud measures the cost will further skyrocket and there are examples to back up this theory.In January the Illinois Department of Healthcare and Family Services began an effort to remove ineligible people from the state’s Medicaid rolls. The initial audit concluded that of the first 20500 recipients screened it was recommended 13709 be removed from eligibility. The Chicago Tribune reports that “since 2000 Illinois Medicaid rolls have doubled from fewer than 1.4 million people to nearly 2.8 million or more than 1 in 5 Illinoisans.” In part because of the rising Medicaid rolls the state’s backlog of unpaid bills is expected to grow to $21 billion by fiscal year 2018.States are fascinating laboratories of democracy that can provide brilliant blueprints for other states and the federal government to follow. However states can also serve as flashing red lights when plans go wrong. Illinois is a great example of how a lack of anti-fraud measures can drain a state’s coffers. As President Obama’s home state he would be wise to take notice.President Reagan famously said “trust but verify.” In light of the notion that the U.S. health care system makes up one-eighth of the economy it’s my hope that this administration will grasp hold of this sensible advice.,1
749,One Guatemalan father in Kansas has called a hotline every night to find out where HHS is holding his two daughters. After weeks he still has no answer.,1
750,This is the gospel according to the Church of Safe Injection: People will use drugs anyway so society should make sure they use safely. The church is a loose collection of activists fighting against Maine’s opioid...,0
751,"With just five days to go before Americans can begin signing up for medical coverage under the law the president poked fun at his Republican opponents saying: ""The closer we get the more desperate they get.""",0
752,Legal experts said Joel Greenberg would be a key witness in the investigation against Gaetz if the former tax official agrees to cooperate.,1
753,WASHINGTON — Sixteen Senate Democrats met with President Obama on Wednesday to urge that he right his foundering healthcare website warning of a “crisis of confidence” if he doesn’t act quickly.The president’s team acknowledged struggling with how to present its message to the public but some senators left the meeting more concerned that there were no immediate fixes forthcoming more than a month after healthcare.gov went live.With reelection battles looming fellow Democrats have been left to explain the website failures while hoping that the benefits of the Affordable Care Act are just around the corner.The frustration was on full display Wednesday as 15 Senate Democrats up for reelection and the senator in charge of their coordinated campaigns urged Obama to get the troubled launch behind him and his party.Advertisement“It’s absolutely unacceptable in this day and age that the administration can’t deliver on the promises it made to all Americans because of technical problems with a website” said Sen. Mark Begich (D-Alaska). “Alaskans should be appreciating the critical benefits of the Affordable Care Act but there is an understandable crisis in confidence because the administration has yet to get it off the ground.”PHOTOS: The battle over ObamacareOne Senate aide who asked for anonymity to discuss the private conversation said it was clear the White House knows it has a “messaging problem” but not that it has “any immediate fixes to it which was disconcerting.”Obama advisors are fighting a crisis of faith among Democrats as they try to muscle the marketplaces through the rough patch and into widespread use. Already 11 Senate Democrats have signaled their support for extending the enrollment deadline a delay that administration officials fear could lead to an unraveling of the larger policy.AdvertisementWhite House Chief of Staff Denis McDonough has personally led efforts to reassure balky Democrats traveling to Capitol Hill and routinely talking with those up for reelection in 2014.But nervousness remains.“I am very frustrated with the rollout of the exchanges. The dysfunction and delays are unacceptable” Sen. Jeff Merkley (D-Ore.) said after the meeting. “I remain deeply convinced that this is a ‘show me’ moment. This will not be resolved until Americans can day after day sign onto the health marketplace review their options and complete their applications.”Another Senate Democratic aide who also was not authorized to comment publicly about the private conversation described the meeting as “civil.”Advertisement“The White House understands the situation folks going into reelection are in” the aide said. “It’s still a concern.”The chaos surrounding the rocky startup has given ammunition to critics and forced Obama to answer tough questions about his plan instead of touring the country drawing crowds for healthcare recruiters. Among the questions is whether he described the program accurately over the last three years when he said people could keep their old plans if they desired. But plans that don’t meet the new Obamacare standards are grandfathered in only if they were purchased before the law was signed in 2010.House Republicans stoked concerns about the grandfather clause Wednesday by announcing the House would vote next week on the “Keep Your Health Plan Act” which would allow insurance plans being offered today to continue into next year.The bill’s author Energy and Commerce Committee Chairman Fred Upton (R-Mich.) calls it a “voluntary escape hatch” for people who want to keep their old coverage.AdvertisementPHOTOS: 2013’s memorable political momentsAfter the White House meeting Obama traveled to Dallas for a Democratic Senatorial Campaign Committee fundraiser and to promote healthcare enrollment. Texas is one of 36 states dependent on the federal website because it has declined to create its own exchange.Speaking to a crowd at Temple Emanu-El in Dallas Obama thanked a group of volunteers for promoting Obamacare even though state Republican leaders aren’t doing much to help implement the law.Texas GOP Gov. Rick Perry has refused federal money to expand Medicaid to cover more low-income families. And the state is considering new requirements for recruiters hired under federal grants to help people sign up for Obamacare. A quarter of the state’s population is uninsured the biggest share in the country. That amounts to about 6 million Texans.Advertisement“This task is especially challenging in the great Lone Star State” Obama told the crowd. “There’s no state that actually needs this more than Texas.”In a statement Perry accused the president of coming to Texas “in a desperate attempt to salvage his ill-conceived and unpopular program from a Titanic fate by preaching expansion of the same Medicaid system he himself admits is broken.”Earlier in the day Health and Human Services Secretary Kathleen Sebelius testified before the Senate Finance Committee where even Democratic champions of the healthcare law were upset by the administration’s past failure to keep them informed of potential problems.“You’ve got to tell us what’s going on candidly fully” said Sen. Max Baucus (D-Mont.) chairman of the committee and a chief architect of the law. “The more you don’t tell us the greater the problem is going to be.”Advertisementchristi.parsons@latimes.comTwitter: @cparsonslisa.mascaro@latimes.comTwitter: @lisamascaroinDCAdvertisementmichael.memoli@latimes.comTwitter: @mikememoli,0
754,"Right Wing Republicans have so maligned the Affordable Care Act (Obamacare) that they actually began to believe their own lying and misinforming rhetoric. Fortunately all the data suggest that Obamacare is actually working. Americans will now have brochures with actual plans and options to choose from. They can now compare reality with the lies they heard.Anyone wondering why Right Wing Republicans are in overdrive to shut the government down lest Obamacare is defunded realizes the eyes of many Americans are about to be opened. The millions that will see not a giveaway but help in getting access to affordable health insurance screenings and health care for the first time in years are also voters. They are voters that will wonder how a politician could be so convincingly evil to have wanted them denied something many needed for their health care or financial survival.Kentucky Republican Senator Mitch McConnell is adamant that Obamacare be defunded. But Kentucky citizens are yearning for health insurance.The crush of people don't greet Diaz-Dempsey with tea party dogma or amateur constitutional scholarship. No one is there to complain about the individual mandate or heckle about death panels. They have questions. They wonder if they could get coverage despite having a pre-existing medical condition how much it will cost them. They ask if Indiana has a similar program or if this was only for Kentucky. Could they just enroll their child? They talk about their sons and daughters neighbors going without health care and ask about the subsidies. The vast majority are relieved to learn about the health exchange. Linda Parrish 47 showed up at the table and gushed to Diaz-Dempsey: ""This is what I've been waiting on."" Parrish has health insurance but her best friend doesn't.It is not all roses in Kentucky. The tea party has been calling people telling them not to sign up because they falsely claim there are no real health insurance exchanges. Many low income workers are against it because they were lied to about what the costs would be.Christopher McClure hobbles through the doors his inner thigh hurting from what he suspects are a pair of spider bites. He is not employed and does not have health insurance. His wife Michelle 29 works as an assistant manager at a pizza chain making $12000 a year. She also has no insurance and would qualify for the Medicaid expansion. But she's against Obamacare convinced that it will wipe out her meager earnings. “Next enrollment season"" she says ""they’re going to sock it to me.”The McClures under Obamacare would be fully subsidized. They are so misinformed that they have no clue that Obamacare is that one leg on the stool that removes a financial burden that is materially affecting their access to real financial independence. It makes sense to remove the health care anchor from people’s neck giving them the wherewithal to go seek a job or make their own job.The reelection of President Obama which makes it impossible to kill Obamacare before implementation is the best thing that has happened to the uninsured the poor and the working middle class. The pilfering of the last disposable dollar by insurance companies will eventually end. Medical bankruptcy will cease and families’ economic stabilization will begin.",0
